X1,X2,X3,X4,X5
18231,2011/4/13,22678,1.25,10
18231,2011/4/13,22686,1.25,12
18231,2011/4/13,22683,1.25,10
18231,2011/4/13,22677,1.25,10
18231,2011/4/13,22685,1.25,10
18231,2011/4/13,22682,1.25,10
18231,2011/4/13,22676,1.25,10
18231,2011/4/13,22684,1.25,10
18231,2011/4/13,22681,1.25,10
18231,2011/4/13,22878,2.1,6
18231,2011/4/13,22877,1.95,8
18231,2011/4/13,22876,1.95,8
18231,2011/4/13,22873,1.95,8
18231,2011/4/13,22870,1.95,8
18231,2011/4/13,22875,1.95,8
18231,2011/4/13,22872,1.95,8
18231,2011/4/13,22869,1.95,8
18231,2011/4/13,22871,1.95,8
18231,2011/4/13,22868,1.95,8
18231,2011/4/13,22874,1.95,8
18231,2011/4/13,22775,1.25,12
16333,2011/4/13,22693,1.06,1056
16333,2011/4/13,21704,0.72,504
16333,2011/4/13,84077,0.21,1728
13740,2011/4/13,22024,0.42,12
13740,2011/4/13,22028,0.42,12
13740,2011/4/13,22712,0.42,12
13740,2011/4/13,22815,0.42,12
13740,2011/4/13,22427,5.95,3
13740,2011/4/13,22979,1.45,12
13740,2011/4/13,22982,1.25,12
13740,2011/4/13,37342,0.79,24
13740,2011/4/13,84536A,0.42,16
13740,2011/4/13,84536B,0.42,16
13740,2011/4/13,22851,0.85,24
13740,2011/4/13,22980,1.65,12
13740,2011/4/13,21043,1.95,12
13740,2011/4/13,21318,0.39,36
13740,2011/4/13,20803,0.39,36
13740,2011/4/13,21398,0.39,48
13740,2011/4/13,21399,0.39,48
13740,2011/4/13,79030G,0.39,48
13740,2011/4/13,85027L,1.95,6
13740,2011/4/13,22766,2.95,8
13740,2011/4/13,82494L,2.95,6
13740,2011/4/13,82482,2.55,6
13740,2011/4/13,15058B,7.95,4
15465,2011/4/13,22423,10.95,36
15465,2011/4/13,21756,5.95,3
15465,2011/4/13,22084,2.55,40
15046,2011/4/13,84879,1.69,80
15046,2011/4/13,21034,0.95,10
15046,2011/4/13,22832,10.75,2
15046,2011/4/13,22829,9.95,5
15046,2011/4/13,21755,5.95,10
15046,2011/4/13,22969,1.45,12
15046,2011/4/13,21756,5.95,6
13199,2011/4/13,22087,2.55,160
16309,2011/4/13,22954,1.25,12
16309,2011/4/13,15056N,5.95,9
16309,2011/4/13,22087,2.95,6
16309,2011/4/13,22530,0.42,24
16309,2011/4/13,22539,0.42,24
16309,2011/4/13,22544,0.42,24
16309,2011/4/13,22534,0.42,24
16309,2011/4/13,21892,1.25,12
16309,2011/4/13,22621,1.65,12
16309,2011/4/13,20973,0.65,24
16309,2011/4/13,22583,2.55,6
16309,2011/4/13,22030,0.42,12
16309,2011/4/13,22983,0.42,12
16309,2011/4/13,21985,0.29,24
16309,2011/4/13,22654,5.95,3
16309,2011/4/13,21172,1.45,12
16309,2011/4/13,22294,1.25,24
16309,2011/4/13,21199,1.65,12
16309,2011/4/13,21198,1.65,12
16309,2011/4/13,22715,0.42,12
16309,2011/4/13,84876D,3.75,4
13544,2011/4/13,79321,5.75,1
13544,2011/4/13,48173C,7.95,1
13544,2011/4/13,21166,2.08,1
13544,2011/4/13,21169,1.69,1
13544,2011/4/13,23000,0.42,1
13544,2011/4/13,22998,0.42,1
13544,2011/4/13,21865,2.1,1
13544,2011/4/13,21867,1.25,1
13544,2011/4/13,20670,2.95,1
13544,2011/4/13,20622,2.1,1
13544,2011/4/13,21713,2.1,1
13544,2011/4/13,84032B,2.95,1
13544,2011/4/13,22998,0.42,1
13544,2011/4/13,22558,1.65,2
13544,2011/4/13,22900,3.25,1
13544,2011/4/13,79164,0.39,6
13544,2011/4/13,21034,0.95,1
13544,2011/4/13,22585,1.25,1
13544,2011/4/13,22971,2.55,1
13544,2011/4/13,22970,2.55,1
13544,2011/4/13,21329,1.65,1
13544,2011/4/13,48111,7.95,1
13544,2011/4/13,17014A,0.42,5
13544,2011/4/13,22659,1.95,1
13544,2011/4/13,22866,2.1,1
13544,2011/4/13,21618,3.75,1
13544,2011/4/13,22865,2.1,1
13544,2011/4/13,84951A,0.79,2
13544,2011/4/13,84951B,0.79,2
13544,2011/4/13,21161,1.45,1
13544,2011/4/13,37467,0.39,4
13544,2011/4/13,23000,0.42,1
13544,2011/4/13,22996,0.42,2
13544,2011/4/13,22998,0.42,1
13544,2011/4/13,23006,0.42,1
13544,2011/4/13,21617,3.75,1
13544,2011/4/13,72802C,4.25,1
13544,2011/4/13,51020A,0.29,1
13544,2011/4/13,21874,1.25,1
13544,2011/4/13,21864,2.1,1
13544,2011/4/13,20622,2.1,1
13544,2011/4/13,21865,2.1,1
13544,2011/4/13,21865,2.1,1
13544,2011/4/13,20615,2.1,1
13544,2011/4/13,84969,4.25,1
13544,2011/4/13,22423,12.75,1
13544,2011/4/13,79164,0.39,6
13544,2011/4/13,37340,0.39,6
13544,2011/4/13,20914,2.95,1
16097,2011/4/13,22560,1.25,24
16097,2011/4/13,21716,2.55,8
16097,2011/4/13,21718,1.25,12
16097,2011/4/13,22559,1.25,12
16097,2011/4/13,21791,1.25,12
16097,2011/4/13,21915,1.25,12
16097,2011/4/13,22605,14.95,1
16097,2011/4/13,22607,9.95,2
16097,2011/4/13,22635,9.95,2
16097,2011/4/13,22634,9.95,2
16652,2011/4/13,22423,12.75,2
13122,2011/4/13,22120,9.95,3
13122,2011/4/13,21754,5.95,3
13122,2011/4/13,21755,5.95,3
13122,2011/4/13,22219,0.85,12
13122,2011/4/13,22341,1.65,12
13122,2011/4/13,22335,0.65,24
13122,2011/4/13,22295,1.65,12
13122,2011/4/13,22296,1.65,12
13122,2011/4/13,84836,1.25,12
13122,2011/4/13,22077,1.65,12
13122,2011/4/13,85123A,2.95,6
13122,2011/4/13,21733,2.95,6
13122,2011/4/13,22804,2.95,6
13122,2011/4/13,22191,8.5,2
13122,2011/4/13,22193,8.5,2
13122,2011/4/13,22136,1.65,12
13122,2011/4/13,22134,0.42,12
13122,2011/4/13,22135,0.42,12
13122,2011/4/13,22137,2.95,6
13122,2011/4/13,22132,0.85,12
13122,2011/4/13,22133,0.85,12
13122,2011/4/13,21068,1.25,12
13122,2011/4/13,22629,1.95,12
13122,2011/4/13,22630,1.95,12
13122,2011/4/13,22631,1.95,12
13122,2011/4/13,21874,1.25,12
13122,2011/4/13,22090,2.95,6
13122,2011/4/13,22499,5.95,3
13122,2011/4/13,21625,6.95,3
13122,2011/4/13,22084,2.95,6
13122,2011/4/13,22091,1.25,12
13122,2011/4/13,15036,0.83,12
13122,2011/4/13,21114,1.25,10
13122,2011/4/13,21446,1.25,12
13122,2011/4/13,20829,2.1,8
13122,2011/4/13,15044A,2.95,6
13122,2011/4/13,15044B,2.95,6
13122,2011/4/13,15044D,2.95,6
13122,2011/4/13,22095,1.25,12
13122,2011/4/13,22468,6.75,2
13122,2011/4/13,22246,1.95,12
13122,2011/4/13,21577,2.25,6
13122,2011/4/13,21201,2.55,12
13122,2011/4/13,21206,1.65,12
13122,2011/4/13,22087,2.95,6
13122,2011/4/13,35004G,6.35,2
13122,2011/4/13,40016,0.42,24
13122,2011/4/13,71053,3.75,4
13122,2011/4/13,21870,1.25,12
13122,2011/4/13,21871,1.25,12
13122,2011/4/13,22066,0.39,48
13122,2011/4/13,22099,1.25,12
13122,2011/4/13,21579,2.25,6
13122,2011/4/13,84459A,1.49,12
14834,2011/4/13,22084,2.95,18
14834,2011/4/13,21754,5.95,6
14834,2011/4/13,84879,1.69,16
14834,2011/4/13,22671,1.65,12
14834,2011/4/13,22191,8.5,2
14834,2011/4/13,20750,7.95,2
14834,2011/4/13,20749,7.95,2
14834,2011/4/13,23050,8.25,2
14834,2011/4/13,22460,1.25,12
14834,2011/4/13,22858,1.65,6
14834,2011/4/13,21756,5.95,3
17091,2011/4/13,23205,0.85,10
17091,2011/4/13,23201,2.08,10
17091,2011/4/13,23207,1.65,10
17091,2011/4/13,23208,1.65,10
17091,2011/4/13,23199,2.08,10
17091,2011/4/13,23206,1.65,10
17091,2011/4/13,47566B,4.95,4
17091,2011/4/13,84077,0.29,48
17091,2011/4/13,22740,0.85,48
17091,2011/4/13,22727,3.75,4
17091,2011/4/13,21936,2.95,5
17091,2011/4/13,22384,1.65,10
17091,2011/4/13,20727,1.65,10
17091,2011/4/13,22382,1.65,10
17091,2011/4/13,22383,1.65,10
17091,2011/4/13,22662,1.65,10
17091,2011/4/13,20728,1.65,10
17091,2011/4/13,20725,1.65,10
17091,2011/4/13,85099F,2.08,10
17091,2011/4/13,22411,2.08,10
17091,2011/4/13,85099B,2.08,10
17091,2011/4/13,22386,2.08,10
17091,2011/4/13,21930,2.08,10
17091,2011/4/13,21929,2.08,10
17091,2011/4/13,21931,2.08,10
17091,2011/4/13,21928,2.08,10
17091,2011/4/13,47566,4.95,4
15640,2011/4/13,22906,1.65,12
15640,2011/4/13,22904,2.95,6
15640,2011/4/13,23009,16.95,1
15640,2011/4/13,23007,14.95,6
15640,2011/4/13,23008,14.95,6
15640,2011/4/13,23230,0.42,25
15640,2011/4/13,21506,0.42,12
15640,2011/4/13,22983,0.42,12
15640,2011/4/13,21519,0.42,12
15640,2011/4/13,22029,0.42,12
15640,2011/4/13,22714,0.42,12
15640,2011/4/13,22027,0.42,12
15640,2011/4/13,22023,0.42,12
15640,2011/4/13,22716,0.42,12
15640,2011/4/13,22047,0.42,25
15640,2011/4/13,85099B,2.08,20
15640,2011/4/13,22434,1.95,16
15640,2011/4/13,22900,3.25,1
15640,2011/4/13,22241,1.25,12
15640,2011/4/13,22998,0.42,24
15640,2011/4/13,21878,0.85,10
15640,2011/4/13,21931,2.08,20
15640,2011/4/13,23201,2.08,10
15640,2011/4/13,22084,2.95,10
15640,2011/4/13,22665,2.95,4
15640,2011/4/13,22652,1.65,20
15640,2011/4/13,23207,1.65,10
15640,2011/4/13,22607,9.95,3
15640,2011/4/13,22659,1.95,6
15640,2011/4/13,22088,2.95,12
15640,2011/4/13,23077,1.25,20
15640,2011/4/13,23254,4.15,4
15640,2011/4/13,22631,1.95,6
15640,2011/4/13,23078,1.25,24
15640,2011/4/13,22629,1.95,6
15640,2011/4/13,84536A,0.42,12
15640,2011/4/13,21875,1.25,6
15640,2011/4/13,23256,4.15,4
15640,2011/4/13,21977,0.55,24
15640,2011/4/13,22993,1.25,6
15640,2011/4/13,22087,2.95,12
15640,2011/4/13,22083,2.95,6
15640,2011/4/13,85123A,2.55,32
15640,2011/4/13,22109,3.39,16
15640,2011/4/13,21955,6.75,10
15640,2011/4/13,21524,6.75,10
16678,2011/4/13,48129,7.95,2
16678,2011/4/13,22607,9.95,3
16678,2011/4/13,22084,2.95,4
16678,2011/4/13,21626,1.95,2
16678,2011/4/13,22053,1.25,2
16678,2011/4/13,22443,7.95,3
16678,2011/4/13,22082,1.65,10
16678,2011/4/13,22960,4.25,6
16678,2011/4/13,22993,1.25,6
16678,2011/4/13,22098,1.25,8
17669,2011/4/14,23206,1.65,30
17669,2011/4/14,23205,0.85,20
17669,2011/4/14,23208,1.65,20
17669,2011/4/14,23207,1.65,20
17669,2011/4/14,23204,0.85,30
17669,2011/4/14,23201,1.79,100
17669,2011/4/14,23199,1.79,100
16131,2011/4/14,22993,1.25,12
16131,2011/4/14,85123A,2.55,32
16131,2011/4/14,21212,0.55,24
16131,2011/4/14,22423,12.75,2
16131,2011/4/14,20933,2.95,8
16131,2011/4/14,20931,3.75,8
16131,2011/4/14,20932,3.75,8
16131,2011/4/14,21983,0.29,24
16131,2011/4/14,21980,0.29,24
16131,2011/4/14,21982,0.29,24
16131,2011/4/14,21704,0.72,72
16131,2011/4/14,21889,1.25,24
16131,2011/4/14,22549,1.45,12
16131,2011/4/14,48194,6.75,10
16131,2011/4/14,48188,6.75,10
16131,2011/4/14,48187,6.75,10
16131,2011/4/14,22605,12.75,4
16131,2011/4/14,22607,8.5,8
16131,2011/4/14,22076,1.65,24
16131,2011/4/14,22077,1.65,24
16131,2011/4/14,21136,1.69,24
16131,2011/4/14,84879,1.69,32
16131,2011/4/14,85152,1.85,48
16131,2011/4/14,82582,1.85,72
17735,2011/4/14,22488,1.65,12
17735,2011/4/14,21907,2.1,12
17735,2011/4/14,21169,1.69,12
17735,2011/4/14,22413,2.95,6
17735,2011/4/14,21181,2.1,12
17735,2011/4/14,21175,2.55,12
17735,2011/4/14,23155,0.83,12
17735,2011/4/14,21936,2.95,5
17735,2011/4/14,22652,1.65,10
17735,2011/4/14,20712,2.08,10
17735,2011/4/14,21931,2.08,10
17735,2011/4/14,22383,1.65,10
17735,2011/4/14,20727,1.65,10
17735,2011/4/14,21481,2.95,6
17735,2011/4/14,21479,3.75,4
17735,2011/4/14,20975,0.65,24
17735,2011/4/14,20973,0.65,24
17735,2011/4/14,20974,0.65,24
17735,2011/4/14,22756,1.25,12
17735,2011/4/14,22757,1.25,12
17735,2011/4/14,22753,0.85,12
17735,2011/4/14,22754,0.85,12
17735,2011/4/14,20971,1.25,12
17735,2011/4/14,22273,2.95,6
17735,2011/4/14,22749,3.75,4
17735,2011/4/14,23126,4.95,4
17735,2011/4/14,23127,4.95,4
17735,2011/4/14,23128,4.95,4
17735,2011/4/14,22534,0.42,24
17735,2011/4/14,22537,0.42,24
17735,2011/4/14,22533,0.42,24
17735,2011/4/14,21718,1.25,12
17735,2011/4/14,21913,3.75,4
17735,2011/4/14,21912,3.75,4
17735,2011/4/14,22492,0.65,36
17735,2011/4/14,22560,1.25,24
17735,2011/4/14,21703,0.42,12
17735,2011/4/14,22550,3.75,4
17735,2011/4/14,22138,4.95,3
17735,2011/4/14,22326,2.95,6
17735,2011/4/14,22327,2.95,6
17735,2011/4/14,21558,2.55,6
17735,2011/4/14,21561,2.55,6
17735,2011/4/14,21559,2.55,6
17735,2011/4/14,22631,1.95,12
17735,2011/4/14,22617,4.95,3
17735,2011/4/14,22382,1.65,10
17735,2011/4/14,22385,2.08,10
17735,2011/4/14,22662,1.65,10
17735,2011/4/14,21715,2.55,8
13629,2011/4/14,85099F,1.79,100
13629,2011/4/14,85099B,1.79,100
13629,2011/4/14,85099C,1.79,100
13629,2011/4/14,22896,2.1,50
15005,2011/4/14,21034,0.95,3
15005,2011/4/14,22382,1.65,2
15005,2011/4/14,20727,1.65,2
15005,2011/4/14,23199,2.08,3
15005,2011/4/14,21931,2.08,2
15005,2011/4/14,22663,2.08,2
15005,2011/4/14,85099F,2.08,3
15005,2011/4/14,20712,2.08,2
15005,2011/4/14,22386,2.08,5
15005,2011/4/14,85099C,2.08,3
15005,2011/4/14,85123A,2.95,6
15005,2011/4/14,22139,4.95,1
15005,2011/4/14,20703,4.25,1
15005,2011/4/14,20702,4.25,1
15005,2011/4/14,23208,1.65,2
15005,2011/4/14,23207,1.65,2
15005,2011/4/14,23201,2.08,2
15005,2011/4/14,23205,0.85,7
15005,2011/4/14,23204,0.85,6
15005,2011/4/14,22356,0.85,10
15005,2011/4/14,22115,2.95,2
15005,2011/4/14,21238,0.85,4
15005,2011/4/14,21239,0.85,4
15005,2011/4/14,22661,0.85,10
15005,2011/4/14,20723,0.85,10
15005,2011/4/14,20724,0.85,4
15005,2011/4/14,20750,7.95,1
15005,2011/4/14,22138,4.95,1
15005,2011/4/14,22189,3.95,2
15005,2011/4/14,84507C,2.55,2
15005,2011/4/14,23254,4.15,1
15005,2011/4/14,23255,4.15,1
15005,2011/4/14,23256,4.15,1
15005,2011/4/14,20674,1.25,4
15005,2011/4/14,20676,1.25,4
14040,2011/4/14,85099B,2.08,10
14040,2011/4/14,20725,1.65,10
14040,2011/4/14,71459,0.85,48
14040,2011/4/14,22423,12.75,6
14040,2011/4/14,23207,1.65,10
17071,2011/4/14,22467,2.55,6
17071,2011/4/14,47566,4.95,12
17071,2011/4/14,47566B,4.95,8
17071,2011/4/14,82486,8.95,6
17071,2011/4/14,21212,0.55,24
17071,2011/4/14,23204,0.85,10
17071,2011/4/14,21164,2.95,6
17071,2011/4/14,21175,2.55,12
17071,2011/4/14,85150,2.55,6
17071,2011/4/14,82599,2.1,12
13317,2011/4/14,47566,4.95,8
13317,2011/4/14,22630,1.95,12
13317,2011/4/14,22629,1.95,12
13317,2011/4/14,21929,2.08,10
13317,2011/4/14,22654,5.95,3
13317,2011/4/14,21232,1.25,12
13317,2011/4/14,22059,1.49,12
13317,2011/4/14,22649,4.95,8
13317,2011/4/14,22960,4.25,6
13317,2011/4/14,22423,12.75,2
13317,2011/4/14,22697,2.95,6
13317,2011/4/14,22699,2.95,6
13317,2011/4/14,84991,0.55,24
13317,2011/4/14,21212,0.55,24
13317,2011/4/14,22178,1.25,12
13317,2011/4/14,84949,1.65,6
13317,2011/4/14,84946,1.25,12
13317,2011/4/14,71053,3.75,4
13317,2011/4/14,84970S,0.85,12
13317,2011/4/14,84755,0.65,16
13317,2011/4/14,21523,7.95,2
13317,2011/4/14,48187,7.95,2
13317,2011/4/14,22170,6.75,4
14390,2011/4/14,84997D,4.15,2
14390,2011/4/14,84997B,4.15,2
14390,2011/4/14,84997A,4.15,2
14390,2011/4/14,17003,0.29,36
14390,2011/4/14,22412,2.1,1
14390,2011/4/14,21626,1.95,1
14390,2011/4/14,21733,2.95,4
14390,2011/4/14,22804,2.95,4
14390,2011/4/14,85123A,2.95,4
14390,2011/4/14,22645,1.45,4
14390,2011/4/14,22650,1.45,4
14390,2011/4/14,22084,2.95,6
14390,2011/4/14,48138,7.95,2
14390,2011/4/14,85135C,7.95,1
14390,2011/4/14,23256,4.15,3
14390,2011/4/14,22197,0.85,4
14390,2011/4/14,22112,4.95,2
14390,2011/4/14,21479,3.75,2
14390,2011/4/14,21833,1.69,36
14390,2011/4/14,22374,4.25,2
14390,2011/4/14,22372,4.25,2
14390,2011/4/14,22375,4.25,2
14390,2011/4/14,22371,4.25,2
14390,2011/4/14,22174,1.65,6
14390,2011/4/14,22331,1.65,1
14390,2011/4/14,22333,1.65,1
14390,2011/4/14,21626,1.95,1
14390,2011/4/14,20724,0.85,2
14390,2011/4/14,21625,6.95,1
14390,2011/4/14,21056,8.95,2
14390,2011/4/14,22554,1.65,4
14390,2011/4/14,22553,1.65,4
14390,2011/4/14,22386,2.08,2
14390,2011/4/14,21930,2.08,2
14390,2011/4/14,85099B,2.08,2
14390,2011/4/14,21928,2.08,1
14390,2011/4/14,85099F,2.08,2
14390,2011/4/14,20717,1.25,2
14390,2011/4/14,20718,1.25,3
14390,2011/4/14,85099C,2.08,1
14390,2011/4/14,22835,4.65,4
14390,2011/4/14,22523,0.85,1
14390,2011/4/14,22521,0.85,1
14390,2011/4/14,20724,0.85,1
14390,2011/4/14,20725,1.65,2
14390,2011/4/14,20723,0.85,2
14390,2011/4/14,20727,1.65,2
14390,2011/4/14,22356,0.85,2
14390,2011/4/14,22519,2.1,1
14390,2011/4/14,22384,1.65,2
14390,2011/4/14,22110,2.55,4
14390,2011/4/14,22501,9.95,1
14390,2011/4/14,90185C,4.25,6
14390,2011/4/14,90185A,4.25,6
14390,2011/4/14,90201B,2.95,6
14390,2011/4/14,84078A,39.95,1
16249,2011/4/14,21212,0.55,24
16249,2011/4/14,21977,0.55,24
16249,2011/4/14,21975,0.55,24
16249,2011/4/14,21213,0.55,24
16249,2011/4/14,84991,0.55,24
16249,2011/4/14,22087,2.95,18
16249,2011/4/14,47566,4.95,8
16249,2011/4/14,22605,12.75,4
16249,2011/4/14,22607,8.5,8
16249,2011/4/14,22606,12.75,4
16249,2011/4/14,21749,2.1,24
16249,2011/4/14,21716,2.1,32
16249,2011/4/14,21718,1.25,64
16249,2011/4/14,21715,2.1,32
16249,2011/4/14,21937,2.95,5
16249,2011/4/14,21936,2.95,5
16249,2011/4/14,21907,2.1,12
16249,2011/4/14,22464,1.45,48
16249,2011/4/14,84755,0.65,16
16249,2011/4/14,22457,2.95,6
16249,2011/4/14,22456,4.95,3
16249,2011/4/14,84879,1.69,32
12477,2011/4/14,48185,7.95,2
12477,2011/4/14,48138,7.95,2
12477,2011/4/14,48188,7.95,2
12477,2011/4/14,22962,0.85,12
12477,2011/4/14,22446,3.35,12
12477,2011/4/14,22447,3.35,6
12477,2011/4/14,22453,2.95,6
12477,2011/4/14,21257,7.95,2
12477,2011/4/14,21672,1.25,12
12477,2011/4/14,15044A,2.95,6
12477,2011/4/14,22243,1.65,24
12477,2011/4/14,22244,1.95,36
12477,2011/4/14,22467,2.55,12
12477,2011/4/14,22212,2.1,12
12477,2011/4/14,82580,0.55,12
12477,2011/4/14,21164,2.95,12
12477,2011/4/14,44242B,1.25,20
12477,2011/4/14,84356,5.95,12
12477,2011/4/14,21042,5.95,3
12477,2011/4/14,22123,1.95,12
12477,2011/4/14,22990,4.95,6
12477,2011/4/14,22939,4.95,4
12477,2011/4/14,22979,1.45,12
12477,2011/4/14,21212,0.55,24
12477,2011/4/14,21155,2.55,12
12477,2011/4/14,21216,4.25,72
12477,2011/4/14,35810B,0.83,24
12477,2011/4/14,22200,4.25,8
12477,2011/4/14,21035,2.75,100
12477,2011/4/14,22989,3.25,6
12477,2011/4/14,22723,3.95,8
12477,2011/4/14,21041,2.95,6
12477,2011/4/14,22626,8.5,2
12477,2011/4/14,20754,2.1,6
12477,2011/4/14,21936,2.95,10
12477,2011/4/14,23199,2.08,10
12477,2011/4/14,20750,7.95,2
12477,2011/4/14,22449,3.35,6
12477,2011/4/14,22278,4.95,3
12477,2011/4/14,22176,2.95,6
12477,2011/4/14,22646,1.45,12
12477,2011/4/14,22637,2.55,4
12477,2011/4/14,82486,8.95,6
12477,2011/4/14,48116,7.95,2
12477,2011/4/14,22692,6.75,10
12477,2011/4/14,48184,7.95,6
12477,2011/4/14,21231,1.25,12
12477,2011/4/14,84968A,12.75,5
12477,2011/4/14,84968C,12.75,5
12477,2011/4/14,21539,4.95,12
12477,2011/4/14,21531,2.55,12
12477,2011/4/14,22222,4.95,3
12477,2011/4/14,22070,3.75,6
12477,2011/4/14,21877,1.25,12
12477,2011/4/14,21564,2.95,36
12477,2011/4/14,21563,2.95,36
12477,2011/4/14,22354,3.75,5
16882,2011/4/14,85123A,2.95,4
16882,2011/4/14,21770,4.95,1
16882,2011/4/14,21171,1.45,1
16882,2011/4/14,23233,0.42,25
16882,2011/4/14,48138,7.95,2
16882,2011/4/14,48187,7.95,2
16882,2011/4/14,21523,7.95,1
16882,2011/4/14,21497,0.42,25
16882,2011/4/14,18097C,2.55,6
16882,2011/4/14,21693,2.95,12
16882,2011/4/14,21695,2.95,12
16882,2011/4/14,22721,4.95,4
16882,2011/4/14,22722,3.95,1
16882,2011/4/14,22207,4.25,4
13069,2011/4/14,21394,0.39,12
13069,2011/4/14,20675,1.25,4
13069,2011/4/14,20676,1.25,12
13069,2011/4/14,20677,1.25,5
13069,2011/4/14,22844,8.5,5
13069,2011/4/14,21244,1.69,5
13069,2011/4/14,21242,1.69,10
13069,2011/4/14,21243,1.69,8
13069,2011/4/14,84596B,0.42,16
13069,2011/4/14,21238,0.85,20
13069,2011/4/14,21239,0.85,20
13069,2011/4/14,84596F,0.42,16
13069,2011/4/14,21240,0.85,20
13069,2011/4/14,22748,2.1,1
13069,2011/4/14,22381,2.1,10
13069,2011/4/14,22090,2.95,10
13069,2011/4/14,22088,2.95,15
13069,2011/4/14,22087,2.95,10
13069,2011/4/14,23204,0.85,5
13069,2011/4/14,23206,1.65,5
13069,2011/4/14,21937,2.95,5
13069,2011/4/14,22090,2.95,10
13069,2011/4/14,22088,2.95,15
13069,2011/4/14,22087,2.95,10
13989,2011/4/14,22502,5.95,4
13989,2011/4/14,22188,3.95,4
13989,2011/4/14,22189,3.95,4
13989,2011/4/14,21340,12.75,2
13989,2011/4/14,84836,1.25,12
13989,2011/4/14,82482,2.55,6
13989,2011/4/14,84755,0.55,144
13989,2011/4/14,84970S,0.64,144
13989,2011/4/14,22465,1.45,48
13989,2011/4/14,22784,4.95,3
13989,2011/4/14,22178,1.06,96
13989,2011/4/14,23206,1.45,100
13989,2011/4/14,21212,0.55,24
13989,2011/4/14,21977,0.55,24
13989,2011/4/14,21872,1.25,12
13989,2011/4/14,21876,1.25,12
13989,2011/4/14,21843,10.95,2
13989,2011/4/14,21535,2.55,6
13989,2011/4/14,21155,2.55,6
13989,2011/4/14,20724,0.72,100
13989,2011/4/14,20723,0.72,100
13989,2011/4/14,22585,1.25,12
13989,2011/4/14,21888,3.75,4
13590,2011/4/14,84970L,0.79,144
13590,2011/4/14,84970S,0.64,144
13590,2011/4/14,20725,1.65,10
13590,2011/4/14,20726,1.65,10
13590,2011/4/14,20727,1.65,10
13590,2011/4/14,22384,1.65,10
13590,2011/4/14,21936,2.95,5
13590,2011/4/14,21937,2.95,5
14163,2011/4/14,82483,6.95,2
14163,2011/4/14,82486,8.95,2
14163,2011/4/14,22443,7.95,2
14163,2011/4/14,22442,7.95,2
14163,2011/4/14,84750B,0.39,8
14163,2011/4/14,22801,3.75,5
14163,2011/4/14,22799,8.5,6
14163,2011/4/14,23078,1.25,48
14163,2011/4/14,23077,1.25,40
14163,2011/4/14,22441,2.1,2
14163,2011/4/14,22283,7.95,8
14163,2011/4/14,22969,1.45,12
14163,2011/4/14,72122,0.95,3
14163,2011/4/14,20679,5.95,3
14163,2011/4/14,15056N,5.95,5
14163,2011/4/14,15056P,5.95,3
14163,2011/4/14,15056BL,5.95,2
18198,2011/4/14,22855,1.25,12
18198,2011/4/14,22178,1.06,96
18198,2011/4/14,22087,2.55,40
18198,2011/4/14,71459,0.85,24
18198,2011/4/14,84946,1.06,72
18198,2011/4/14,21658,3.95,4
17142,2011/4/14,22622,11.95,3
17142,2011/4/14,22423,12.75,3
17142,2011/4/14,23053,8.25,2
17142,2011/4/14,23052,8.25,2
17142,2011/4/14,23051,8.25,2
17142,2011/4/14,23049,8.25,2
17142,2011/4/14,22825,7.95,6
17142,2011/4/14,21340,12.75,6
17142,2011/4/14,22826,195,1
17142,2011/4/14,22090,2.95,6
17142,2011/4/14,22087,2.95,6
17142,2011/4/14,21189,1.65,12
17142,2011/4/14,22083,2.95,6
17142,2011/4/14,22992,1.95,12
17142,2011/4/14,22991,1.95,12
13811,2011/4/14,POST,18,2
13811,2011/4/14,23050,8.25,5
13811,2011/4/14,23051,8.25,5
13811,2011/4/14,23052,8.25,5
13811,2011/4/14,23049,8.25,7
13811,2011/4/14,23053,8.25,5
16523,2011/4/15,22907,0.85,12
16523,2011/4/15,22851,0.85,12
16523,2011/4/15,21080,0.85,12
16523,2011/4/15,21078,0.85,12
16523,2011/4/15,84755,0.65,16
16523,2011/4/15,22895,3.25,6
16523,2011/4/15,22908,0.85,12
16523,2011/4/15,48184,7.95,4
16523,2011/4/15,84945,0.85,36
16523,2011/4/15,21937,2.95,15
16523,2011/4/15,21936,2.95,15
16523,2011/4/15,22411,2.08,20
16523,2011/4/15,85099B,2.08,20
16523,2011/4/15,20728,1.65,10
16523,2011/4/15,23206,1.65,10
16523,2011/4/15,22383,1.65,10
16523,2011/4/15,23207,1.65,10
16523,2011/4/15,20725,1.65,10
16523,2011/4/15,23208,1.65,10
16523,2011/4/15,48138,7.95,6
12769,2011/4/15,22423,10.95,16
12769,2011/4/15,22699,2.55,24
12769,2011/4/15,22697,2.55,24
12769,2011/4/15,22698,2.55,24
12769,2011/4/15,22366,6.75,10
12769,2011/4/15,21430,3.39,24
12769,2011/4/15,22630,1.95,24
12769,2011/4/15,22662,1.65,10
12769,2011/4/15,22629,1.95,12
12769,2011/4/15,22382,1.65,10
12769,2011/4/15,15056BL,5.95,3
12769,2011/4/15,15056P,5.95,3
12769,2011/4/15,15056N,5.95,3
12769,2011/4/15,20679,5.95,3
12769,2011/4/15,21166,2.08,12
12769,2011/4/15,21181,2.1,12
12769,2011/4/15,21770,4.95,10
12769,2011/4/15,22993,1.25,24
12769,2011/4/15,22722,3.45,24
